CHR	POS	END	MEDIAN
chr20	34043581	34043583	1.29487
chr20	34797001	34797003	1.08303
chr20	35231611	35231613	1.18487
chr20	35438202	35438204	1.46066
chr20	36263660	36263662	0.9816
chr20	36384155	36384157	0.92349
chr20	36926124	36926126	0.80933
chr20	37835900	37835902	1.05376
chr20	38165491	38165493	0.57965
chr20	38582635	38582637	1.12239
chr20	39331351	39331353	0.98008
chr20	39771819	39771821	1.3461
chr20	40005859	40005861	0.76673
chr20	40587645	40587647	0.43802
chr20	41085228	41085230	0.66026
chr20	41868995	41868997	0.91387
chr20	41995460	41995462	0.87359
chr20	42428862	42428864	1.32587
chr20	43349102	43349104	1.12633
chr20	43858563	43858565	0.89116
chr20	44077236	44077238	0.67181
chr20	44750128	44750130	1.29858
chr20	45018619	45018621	0.59973
chr20	45869097	45869099	0.21392
chr20	45881092	45881094	0.37051
chr20	46757137	46757139	1.19819
chr20	47112117	47112119	0.73043
chr20	47429899	47429901	1.1315
chr20	48254653	48254655	1.12209
chr20	48398764	48398766	0.70999
chr20	49288196	49288198	0.96068
chr20	49670311	49670313	0.99316
chr20	50154030	50154032	0.52305
chr20	50511702	50511704	1.19289
chr20	50975119	50975121	1.27444
chr20	51481532	51481534	1.03257
chr20	51974091	51974093	0.21318
chr20	52701561	52701563	1.08893
chr20	53172178	53172180	0.90454
chr20	53220525	53220527	1.33527
chr20	53278608	53278610	1.28614
chr20	53336867	53336869	0.69254
chr20	53371255	53371257	1.32081
chr20	53400699	53400701	1.32577
chr20	53500746	53500748	0.61237
chr20	53549138	53549140	1.192
chr20	53629895	53629897	0.97283
chr20	53698771	53698773	0.91446
chr20	53747184	53747186	0.81226
chr20	53768877	53768879	1.00567
chr20	53810889	53810891	0.58694
chr20	53896532	53896534	1.21158
chr20	53943586	53943588	0.50956
chr20	53978951	53978953	1.08812
chr20	54022744	54022746	0.99369
chr20	54037289	54037291	1.17103
chr20	54338406	54338408	0.48497
chr20	54647523	54647525	0.22881
chr20	55227903	55227905	0.94656
chr20	55447737	55447739	1.21678
chr20	56301821	56301823	1.22858
chr20	56723279	56723281	1.23776
chr20	57330357	57330359	1.02347
chr20	57750927	57750929	0.98011
chr20	58282861	58282863	0.8803
chr20	58489918	58489920	0.72897
chr20	58891716	58891875	0.18203
chr20	58895601	58895694	0.89022
chr20	58898930	58898995	1.13794
chr20	58903520	58903595	0.96232
chr20	58903661	58903801	1.13853
chr20	58905372	58905490	1.04519
chr20	58909151	58909226	0.93431
chr20	58909339	58909433	0.82306
chr20	58909510	58909589	0.98961
chr20	58909673	58909814	0.86572
chr20	58909940	58910091	0.87437
chr20	58910323	58910411	0.96086
chr20	58910672	58910839	1.00711
chr20	59251106	59251108	0.9779
chr20	59521169	59521171	1.2854
chr20	60072075	60072077	1.06423
chr20	60756804	60756806	1.04403
chr20	60947291	60947293	0.40263
chr20	61837793	61837795	1.4632
chr20	62322430	62322432	0.84116
chr20	62711182	62711184	1.34532
chr20	63101909	63101911	0.95573
chr20	63503792	63503794	2.07078
chr20	64084916	64084918	0.49138
chr21	13297609	13297611	0.71569
chr21	13530377	13530379	0.79287
chr21	14016006	14016008	1.08201
chr21	14137472	14137474	1.13914
chr21	14386656	14386658	0.67789
chr21	14537459	14537461	0.88115
chr21	14656584	14656586	1.3716
chr21	14852486	14852488	0.99276
chr21	15093266	15093268	0.82944
chr21	15393793	15393795	1.04775
chr21	15543021	15543023	1.14261
chr21	15646075	15646077	1.34795
chr21	15946865	15946867	1.076
chr21	16220740	16220742	0.59537
chr21	16295298	16295300	1.12103
chr21	16446715	16446717	0.95615
chr21	16767848	16767850	0.86302
chr21	16878603	16878605	0.64432
chr21	17130387	17130389	0.38165
chr21	17320694	17320696	0.84977
chr21	17585997	17585999	0.67534
chr21	17787819	17787821	1.04674
chr21	17991552	17991554	0.69352
chr21	18100106	18100108	0.60049
chr21	18320254	18320256	0.55721
chr21	18434485	18434487	0.68274
chr21	18786921	18786923	0.84896
chr21	18938260	18938262	0.8951
chr21	19169092	19169094	0.54721
chr21	19416418	19416420	0.60728
chr21	19498269	19498271	0.65091
chr21	19691347	19691349	0.74482
chr21	19936955	19936957	0.47047
chr21	20043379	20043381	0.79924
chr21	20301245	20301247	0.52946
chr21	20650553	20650555	0.68382
chr21	21016728	21016730	0.79844
chr21	21164617	21164619	0.85199
chr21	21244449	21244451	0.74209
chr21	21494765	21494767	0.47485
chr21	21716099	21716101	0.60294
chr21	21892109	21892111	0.57411
chr21	22093587	22093589	0.67303
chr21	22398857	22398859	0.6246
chr21	22589876	22589878	0.51416
chr21	22631268	22631270	1.06311
chr21	23021842	23021844	0.57198
chr21	23067280	23067282	0.5632
chr21	23337779	23337781	0.48783
chr21	23573022	23573024	0.37253
chr21	23759540	23759542	0.78689
chr21	24027250	24027252	0.78522
chr21	24087845	24087847	0.98632
chr21	24330636	24330638	0.72075
chr21	24570439	24570441	0.52096
chr21	24694848	24694850	0.70833
chr21	24865161	24865163	1.1501
chr21	25123876	25123878	0.532
chr21	25417270	25417272	0.93097
chr21	25538151	25538153	0.5795
chr21	25684507	25684509	0.78907
chr21	25836362	25836364	1.13015
chr21	26043020	26043022	0.97536
chr21	26393489	26393491	0.62792
chr21	26489017	26489019	0.89872
chr21	26813520	26813522	1.27573
chr21	26871579	26871581	0.86032
chr21	27034258	27034260	0.65789
chr21	27362962	27362964	0.80311
chr21	27604440	27604442	0.87777
chr21	27686257	27686259	0.48274
chr21	27832291	27832293	1.16635
chr21	28119332	28119334	0.64758
chr21	28423956	28423958	1.19803
chr21	28431279	28431281	1.25803
chr21	28715758	28715760	0.88073
chr21	28907693	28907695	0.83565
chr21	29120099	29120101	0.7784
chr21	29228454	29228456	1.13237
chr21	29615022	29615024	1.17197
chr21	29631782	29631784	0.64924
chr21	29998292	29998294	0.9813
chr21	30220975	30220977	0.89957
chr21	30286384	30286386	0.76214
chr21	30442777	30442779	0.56753
chr21	30826812	30826814	0.67163
chr21	30867086	30867088	0.6249
chr21	31095015	31095017	0.76317
chr21	31617815	31617817	1.46903
chr21	31684259	31684261	0.97208
chr21	31981833	31981835	0.75141
chr21	32155155	32155157	0.73596
chr21	32406758	32406760	1.25488
chr21	32568383	32568385	0.82947
chr21	32636356	32636358	0.66342
chr21	32879401	32879403	1.04325
chr21	33029640	33029642	1.10934
chr21	33312228	33312230	1.00498
chr21	33556048	33556050	0.70565
chr21	33684460	33684462	0.84985
chr21	33857263	33857265	1.16935
chr21	34175274	34175276	0.72906
chr21	34316425	34316427	0.77692
chr21	34521438	34521440	1.44227
chr21	34600735	34600737	0.82018
chr21	34656725	34656727	0.87676
chr21	34696765	34696767	1.16196
chr21	34762525	34762527	1.03164
chr21	34792124	34792620	0.64998
chr21	34799290	34799472	1.25245
chr21	34834393	34834892	0.77746
chr21	34834893	34835392	0.97947
chr21	34835393	34835892	1.15596
chr21	34835893	34836392	1.09557
chr21	34836393	34836892	1.02306
chr21	34836893	34837392	1.07589
chr21	34837393	34837892	1.09605
chr21	34837893	34838392	1.00923
chr21	34838393	34838892	0.94755
chr21	34838893	34839392	1.28872
chr21	34839393	34839892	1.20003
chr21	34839893	34840392	1.30619
chr21	34840393	34840892	1.25887
chr21	34840893	34841392	0.96405
chr21	34841393	34841892	1.03946
chr21	34841893	34842282	0.81284
chr21	34842521	34842760	0.86007
chr21	34843118	34843617	1.25376
chr21	34843618	34844117	1.02261
chr21	34844118	34844617	1.05939
chr21	34844618	34845117	1.0307
chr21	34845118	34845617	0.90028
chr21	34845618	34846117	0.7877
chr21	34846118	34846617	0.61066
chr21	34846618	34847117	0.9734
chr21	34847118	34847617	0.76051
chr21	34847618	34848117	1.01505
chr21	34848118	34848378	0.93445
chr21	34848736	34849214	0.81351
chr21	34849333	34849832	0.53383
chr21	34849833	34850332	0.97475
chr21	34850333	34850832	0.98136
chr21	34850833	34851332	1.04141
chr21	34851333	34851843	1.12048
chr21	34852201	34852700	1.22394
chr21	34852701	34853200	1.02848
chr21	34853201	34853755	0.94917
chr21	34854113	34854472	0.96407
chr21	34854591	34855090	1.09071
chr21	34855091	34855429	0.92456
chr21	34855668	34856167	0.88882
chr21	34856168	34856667	1.0181
chr21	34856668	34857167	1.25261
chr21	34857168	34857667	1.06825
chr21	34857668	34858167	0.97572
chr21	34858168	34858667	1.15012
chr21	34858668	34859167	1.15689
chr21	34859168	34859613	1.14691
chr21	34872900	34872902	1.25085
chr21	34880546	34880723	1.17268
chr21	34886832	34887106	0.81536
chr21	34892914	34892973	0.74346
chr21	34902543	34902545	0.57481
chr21	34972055	34972057	1.04394
chr21	34997148	34997150	0.75236
chr21	35048831	35048909	0.79674
chr21	35064420	35064422	1.10632
chr21	35124534	35124536	0.99196
chr21	35177805	35177807	1.50187
chr21	35188483	35188485	1.181
chr21	35243304	35243306	1.34157
chr21	35297148	35297150	1.06446
chr21	35318093	35318095	1.25912
chr21	35369903	35369905	1.0379
chr21	35389383	35389385	0.5443
chr21	35600396	35600398	0.92222
chr21	35753242	35753244	1.06301
chr21	35909286	35909288	1.22504
chr21	36086093	36086095	1.16882
chr21	36343858	36343860	0.40929
chr21	36528078	36528080	0.79818
chr21	36686725	36686727	1.16236
chr21	36871355	36871357	0.81114
chr21	37078349	37078351	0.82674
chr21	37381063	37381065	1.25072
chr21	37612211	37612213	0.8279
chr21	37806923	37806925	0.81042
chr21	37924319	37924321	0.60714
chr21	38039801	38039803	0.87119
chr21	38105705	38105707	0.20457
chr21	38165116	38165118	1.24978
chr21	38222014	38222016	0.96496
chr21	38263626	38263628	1.28974
chr21	38298849	38298851	0.77719
chr21	38358394	38358396	0.804
chr21	38383392	38383891	0.75341
chr21	38383892	38384391	1.16345
chr21	38384392	38384891	0.84583
chr21	38384892	38385391	0.96377
chr21	38385392	38385891	0.8319
chr21	38385892	38386391	0.90934
chr21	38386392	38386891	0.84984
chr21	38386892	38387391	0.77654
chr21	38387392	38387891	1.09345
chr21	38387892	38388391	1.17913
chr21	38388392	38388891	1.18536
chr21	38388892	38389391	1.05483
chr21	38389392	38389891	1.09842
chr21	38389892	38390391	1.01024
chr21	38390392	38390891	1.09166
chr21	38390892	38391391	1.26718
chr21	38391392	38391891	1.11193
chr21	38391892	38392391	0.93778
chr21	38392392	38392891	1.04946
chr21	38392892	38393391	0.98335
chr21	38393392	38393891	1.02105
chr21	38393892	38394366	1.07205
chr21	38394605	38395104	0.85072
chr21	38395105	38395604	1.15638
chr21	38395605	38396104	1.24653
chr21	38396105	38396604	1.04138
chr21	38396605	38397104	1.16553
chr21	38397105	38397348	1.07472
chr21	38397585	38398084	0.92678
chr21	38398085	38398584	1.17533
chr21	38398585	38399084	1.15504
chr21	38399085	38399584	1.3756
chr21	38399585	38400084	1.27892
chr21	38400085	38400584	1.15139
chr21	38400585	38400688	0.93823
chr21	38402546	38402647	0.39542
chr21	38403495	38403719	1.08064
chr21	38423399	38423571	1.17631
chr21	38445393	38445631	0.86334
chr21	38447906	38447908	0.96408
chr21	38498352	38498390	1.08921
chr21	38499117	38499119	0.92709
chr21	38552351	38552353	1.19231
chr21	38593619	38593621	0.94767
chr21	38634156	38634158	0.57772
chr21	38658657	38658659	0.92917
chr21	38754971	38754973	0.93038
chr21	38785820	38785822	1.20961
chr21	38834605	38834607	1.04078
chr21	38865313	38865315	0.71233
chr21	38896541	38896543	1.11239
chr21	39202625	39202627	0.54572
chr21	39253825	39253827	0.66684
chr21	39437437	39437439	0.67068
chr21	39684103	39684105	0.76628
chr21	39902022	39902024	0.62429
chr21	40204506	40204508	0.93927
chr21	40243233	40243235	0.90139
chr21	40493458	40493460	0.60487
chr21	40791644	40791646	0.12963
chr21	40987740	40987742	0.98951
chr21	41155576	41155578	0.92152
chr21	41270771	41270773	0.7589
chr21	41444192	41444194	0.68463
chr21	41689423	41689425	1.14837
chr21	41851578	41851580	1.4518
chr21	42142420	42142422	1.45685
chr21	42336714	42336716	0.81657
chr21	42402466	42402468	0.95066
chr21	42586787	42586789	1.32424
chr21	42612601	42612603	0.80882
chr21	42635708	42635710	0.97426
chr21	42650235	42650237	0.832
chr21	42664370	42664372	0.91824
chr21	42670541	42670543	1.43315
chr21	42756062	42756064	1.62029
chr21	42769872	42769874	1.55033
chr21	42778449	42778451	0.63046
chr21	42823169	42823171	1.04325
chr21	42850291	42850293	1.24814
chr21	42950068	42950070	1.05649
chr21	42975685	42975687	0.87338
chr21	42997453	42997455	0.92776
chr21	43008423	43008425	0.91473
chr21	43093091	43093259	0.0
chr21	43094460	43094573	0.0306
chr21	43094644	43094798	0.04615
chr21	43095427	43095546	0.33822
chr21	43095683	43095753	0.03056
chr21	43100442	43100529	0.0
chr21	43104304	43104412	0.0
chr21	43107440	43107504	0.0187
chr21	43298324	43298326	1.27444
chr21	43300958	43300960	1.49995
chr21	43310874	43310876	1.18665
chr21	43343702	43343704	0.89746
chr21	43359257	43359259	1.5394
chr21	43364235	43364237	1.50404
chr21	43399882	43399884	0.0
chr21	43545992	43545994	0.0
chr21	43594433	43594435	1.00385
chr21	43622072	43622074	0.97744
chr21	43816127	43816129	1.40129
chr21	44057218	44057220	1.07203
chr21	44330364	44330366	1.31568
chr21	44568458	44568459	1.82657
chr21	44666800	44666802	1.88398
chr21	44918934	44918936	1.34805
chr21	44990631	44990633	1.60212
chr21	45354906	45354908	0.94283
chr21	45393129	45393131	1.41665
chr21	45636955	45636957	1.30523
chr21	45973039	45973041	1.29737
chr21	46050781	46050783	1.67026
chr21	46233789	46233791	1.4849
chr21	46522002	46522004	1.21001
chr21	46662411	46662413	1.36413
chr22	15584650	15584652	0.84392
chr22	16807329	16807331	0.9593
chr22	17086808	17086810	1.20303
chr22	18000621	18000623	0.72423
chr22	18145947	18145949	0.84985
chr22	19134984	19134986	1.2422
chr22	19650520	19650522	0.80281
chr22	19714567	19715066	0.57997
chr22	19715067	19715566	0.90612
chr22	19715567	19716066	1.40571
chr22	19716067	19716566	1.61707
chr22	19716567	19717066	1.32907
chr22	19717067	19717566	0.97238
chr22	19717567	19718066	0.88537
chr22	19718067	19718566	0.52198
chr22	19718567	19719066	0.72988
chr22	19719067	19719566	0.98363
chr22	19719567	19719787	1.05349
chr22	19719795	19719902	1.11885
chr22	19720104	19720248	1.19443
chr22	19720309	19720464	1.25388
chr22	19720538	19720676	1.1382
chr22	19720757	19720879	0.98678
chr22	19721629	19721746	1.06426
chr22	19721811	19721967	0.54131
chr22	19722226	19722349	0.34166
chr22	19722417	19722494	0.65579
chr22	20085953	20086452	0.96107
chr22	20086453	20086693	1.17296
chr22	20087151	20087331	1.19921
chr22	20089658	20089821	1.20993
chr22	20089965	20090268	1.47513
chr22	20091424	20091642	1.22625
chr22	20091858	20091980	1.1107
chr22	20092798	20092917	0.97819
chr22	20094702	20094805	0.98013
chr22	20106166	20106287	1.09455
chr22	20106581	20106708	0.92476
chr22	20107260	20107408	1.15379
chr22	20108879	20109013	1.17544
chr22	20110014	20110118	0.93052
chr22	20179177	20179179	1.48771
chr22	20740430	20740432	0.49768
chr22	21769193	21769330	1.03106
chr22	21772862	21772992	1.12986
chr22	21788246	21788398	1.16081
chr22	21788683	21788818	1.37216
chr22	21799001	21799138	1.15651
chr22	21805839	21806049	1.24568
chr22	21807653	21807856	1.31229
chr22	21867311	21867450	0.20039
chr22	21910999	21911001	0.4362
chr22	22337261	22337263	0.80601
chr22	23132607	23132609	0.91784
chr22	23180950	23181449	0.48806
chr22	23181450	23181949	1.03524
chr22	23181950	23182249	1.0239
chr22	23253788	23253990	1.12355
chr22	23260939	23261064	0.9371
chr22	23261344	23261550	0.9968
chr22	23268397	23268525	0.87532
chr22	23271521	23271602	1.11951
chr22	23273070	23273143	1.19683
chr22	23273623	23273784	1.16223
chr22	23283966	23284108	0.89302
chr22	23285022	23285211	1.07212
chr22	23287148	23287288	1.05006
chr22	23288086	23288182	1.10299
chr22	23289506	23289631	1.18666
chr22	23290328	23290423	1.07932
chr22	23292530	23292648	1.09785
chr22	23295013	23295165	1.00294
chr22	23309413	23309493	1.14526
chr22	23310313	23310443	0.30684
chr22	23311686	23311846	1.05685
chr22	23312876	23313031	0.5508
chr22	23313957	23314083	0.98167
chr22	23314541	23314724	1.06231
chr22	23315422	23315532	0.95835
chr22	23347049	23347051	0.70076
chr22	23579014	23579016	1.2655
chr22	23684227	23684229	1.1394
chr22	23787159	23787658	0.36573
chr22	23787659	23788158	0.81858
chr22	23788159	23788480	0.71151
chr22	23788719	23788839	0.95027
chr22	23789079	23789578	0.95804
chr22	23789579	23790078	1.18317
chr22	23790079	23790402	1.0318
chr22	23790880	23791379	1.14655
chr22	23791380	23791879	1.12523
chr22	23791880	23792379	1.20871
chr22	23792380	23792879	1.18553
chr22	23792880	23793379	1.21072
chr22	23793380	23793757	0.87915
chr22	23794237	23794598	0.89559
chr22	23794838	23795317	0.88483
chr22	23795678	23795798	0.40251
chr22	23796039	23796538	0.66501
chr22	23796539	23797000	1.09316
chr22	23797840	23798339	0.90973
chr22	23798340	23798802	0.86321
chr22	23799042	23799282	0.6771
chr22	23800121	23800620	1.14057
chr22	23800621	23801120	1.11352
chr22	23801121	23801620	1.02106
chr22	23801621	23802120	1.21975
chr22	23802121	23802620	0.94316
chr22	23802621	23803120	1.21791
chr22	23803121	23803620	0.9186
chr22	23803621	23804120	1.20626
chr22	23804121	23804564	0.67322
chr22	23804805	23805304	1.18667
chr22	23805305	23805526	1.1944
chr22	23805766	23806265	1.11293
chr22	23806266	23806606	1.22697
chr22	23806846	23807446	0.87588
chr22	23807566	23807805	0.74555
chr22	23808527	23808766	0.47656
chr22	23809127	23809247	0.88342
chr22	23809725	23809845	0.93741
chr22	23810563	23810803	0.58234
chr22	23811043	23811542	0.99612
chr22	23811543	23812120	1.06654
chr22	23812240	23812739	0.95635
chr22	23812740	23812841	0.65151
chr22	23813199	23813799	0.87706
chr22	23814159	23814400	1.06096
chr22	23815000	23815240	1.03176
chr22	23815481	23815980	0.8975
chr22	23815981	23816480	0.98503
chr22	23816481	23816980	1.24129
chr22	23816981	23817480	1.19527
chr22	23817481	23817879	1.0194
chr22	23818478	23818838	0.63828
chr22	23819077	23819317	0.56122
chr22	23819557	23819796	0.82455
chr22	23820157	23820277	0.94545
chr22	23820516	23821015	0.88604
chr22	23821016	23821597	1.03993
chr22	23821957	23822456	1.07806
chr22	23822457	23822916	1.10739
chr22	23823036	23823535	0.99889
chr22	23823536	23823876	1.22149
chr22	23823995	23824494	1.10929
chr22	23824495	23824994	1.29547
chr22	23824995	23825494	1.26519
chr22	23825495	23825994	1.15528
chr22	23825995	23826271	0.8067
chr22	23826392	23826891	0.95691
chr22	23826892	23827391	1.29321
chr22	23827392	23827891	1.06823
chr22	23827892	23828071	1.0596
chr22	23828671	23829170	1.31652
chr22	23829171	23829670	1.15493
chr22	23829671	23830170	1.14523
chr22	23830171	23830588	1.08327
chr22	23830949	23831448	1.19243
chr22	23831449	23831948	1.19943
chr22	23831949	23832448	1.42715
chr22	23832449	23832948	1.28491
chr22	23832949	23833448	1.10191
chr22	23833449	23833948	0.99416
chr22	23833949	23834190	1.25449
chr22	24491118	24491120	0.85011
chr22	24901436	24901438	1.1546
chr22	25515332	25515334	1.24243
chr22	25909313	25909315	1.13668
chr22	26376812	26376814	1.05437
chr22	27410540	27410542	1.7406
chr22	27750904	27751106	1.2024
chr22	27796752	27797251	1.24823
chr22	27797252	27797751	1.24244
chr22	27797752	27798251	1.05401
chr22	27798252	27798751	1.27663
chr22	27798752	27799251	1.14174
chr22	27799252	27799751	0.79265
chr22	27799752	27800251	1.33612
chr22	27800252	27800553	1.12313
chr22	27876339	27876341	0.84132
chr22	28228330	28228332	0.94584
chr22	28308372	28308374	0.41356
chr22	28524662	28524664	0.94686
chr22	28643626	28643628	1.06936
chr22	28687886	28687996	0.98603
chr22	28689124	28689225	1.22593
chr22	28694021	28694127	1.18176
chr22	28695116	28695252	1.02386
chr22	28695699	28695883	1.42602
chr22	28696890	28696997	0.99763
chr22	28697764	28697766	1.14496
chr22	28699827	28699947	1.05957
chr22	28703494	28703576	1.12795
chr22	28709426	28709428	0.68992
chr22	28709995	28710069	0.80932
chr22	28711898	28712027	0.84954
chr22	28719384	28719495	0.83825
chr22	28724966	28725134	1.14257
chr22	28725232	28725377	0.97158
chr22	28734392	28734731	1.264
chr22	28795535	28795742	1.06126
chr22	28796036	28796202	1.04067
chr22	28796681	28796683	0.87646
chr22	28797066	28797215	1.2192
chr22	28799046	28799163	0.84026
chr22	28800287	28800534	0.39808
chr22	28800768	28800770	0.75889
chr22	28893261	28893263	0.76591
chr22	29050622	29050624	1.39944
chr22	29063743	29063745	1.25314
chr22	29070846	29070848	1.00257
chr22	29077895	29077897	0.74652
chr22	29096123	29096125	0.84407
chr22	29106739	29106741	1.36229
chr22	29123153	29123155	1.33248
chr22	29136962	29136964	1.05312
chr22	29148175	29148177	1.25769
chr22	29178436	29178438	0.72238
chr22	29210876	29210878	1.29741
chr22	29224242	29224244	0.88542
chr22	29237085	29237087	0.59823
chr22	29237836	29237838	0.75065
chr22	29268326	29268359	0.28714
chr22	29272205	29272262	0.75056
chr22	29272369	29272441	0.97741
chr22	29273703	29273705	0.78808
chr22	29273730	29273874	1.03099
chr22	29274254	29274292	1.32007
chr22	29278019	29278226	1.11868
chr22	29282379	29282567	1.27454
chr22	29286901	29287259	0.91854
chr22	29287495	29287852	1.07991
chr22	29287969	29288468	0.97754
chr22	29288469	29288968	1.18571
chr22	29288969	29289468	1.12715
chr22	29289469	29289968	0.91561
chr22	29289969	29290468	1.17556
chr22	29290469	29290968	0.98676
chr22	29290969	29291468	1.41103
chr22	29291469	29291968	1.01993
chr22	29291969	29292468	0.99269
chr22	29292469	29292840	0.78893
chr22	29292958	29293552	0.83812
chr22	29293789	29294027	0.68492
chr22	29294144	29294264	0.80617
chr22	29294856	29295096	0.38551
chr22	29295214	29295334	0.67819
chr22	29295452	29295532	0.8003
chr22	29295532	29296031	0.98866
chr22	29296032	29296520	1.16555
chr22	29297816	29297959	0.67881
chr22	29298722	29298905	0.7091
chr22	29299223	29299341	1.17031
chr22	29299588	29299861	1.46857
chr22	29300111	29300171	0.92014
chr22	29325171	29325173	1.14962
chr22	29390507	29390509	0.92657
chr22	29428533	29428535	1.07605
chr22	29470466	29470468	0.88923
chr22	29523840	29523842	1.06871
chr22	29603988	29604122	0.56184
chr22	29636740	29636886	1.26248
chr22	29639079	29639222	1.30988
chr22	29642191	29642295	1.05378
chr22	29654646	29654735	1.30442
chr22	29655583	29655686	0.56207
chr22	29658178	29658274	1.12491
chr22	29661194	29661349	1.47888
chr22	29664979	29665074	1.02224
chr22	29665963	29665965	0.69473
chr22	29668322	29668456	1.1861
chr22	29671815	29671958	1.35887
chr22	29673258	29673496	1.12254
chr22	29674825	29674951	1.14581
chr22	29678185	29678333	1.24301
chr22	29681428	29681611	1.3281
chr22	29694741	29694812	1.31781
chr22	29865229	29865231	0.9034
chr22	29919426	29919428	0.84662
chr22	29978631	29978633	0.65597
chr22	29997513	29997515	0.9913
chr22	30064444	30064446	1.21488
chr22	30076264	30076266	1.50216
chr22	30123162	30123164	0.72707
chr22	30654727	30654729	1.45533
chr22	31488418	31488420	1.0261
chr22	31959467	31959469	0.34052
chr22	32373110	32373112	1.00191
chr22	32923222	32923224	1.52884
chr22	33184575	33184577	0.58274
chr22	34073763	34073765	1.22561
chr22	34361775	34361777	0.56511
chr22	35069161	35069163	0.57316
chr22	35430866	35430868	0.18364
chr22	35681511	35681513	0.81864
chr22	36453304	36453306	0.59465
chr22	36893826	36893828	1.05807
chr22	37141017	37141019	0.75236
chr22	38081922	38081924	1.59348
chr22	38394754	38394756	0.66866
chr22	39103363	39103365	0.98837
chr22	39105279	39105281	0.70723
chr22	39671812	39671814	0.97606
chr22	40139726	40139728	0.99069
chr22	40679538	40679540	1.14945
chr22	40749625	40749627	1.03647
chr22	40757874	40757876	0.95559
chr22	40887979	40887981	0.87451
chr22	41091339	41091341	0.68906
chr22	41092994	41093108	0.41
chr22	41117176	41117675	1.29825
chr22	41117676	41117831	1.16402
chr22	41123357	41123359	1.02407
chr22	41125853	41126050	1.12918
chr22	41127476	41127758	0.86618
chr22	41129879	41130013	1.08379
chr22	41131286	41131877	1.06799
chr22	41132583	41133058	0.94295
chr22	41133411	41133910	1.09375
chr22	41133911	41134473	0.79559
chr22	41134590	41134945	0.88185
chr22	41135179	41135678	1.00516
chr22	41135679	41136006	0.94869
chr22	41137642	41137800	1.07775
chr22	41140129	41140267	0.90147
chr22	41141037	41141232	1.30795
chr22	41146728	41146826	0.87857
chr22	41147826	41147956	1.09906
chr22	41149027	41149185	0.93011
chr22	41149750	41150208	0.87204
chr22	41151822	41152022	1.29204
chr22	41152195	41152360	1.27598
chr22	41154984	41155123	1.00502
chr22	41157158	41157418	1.0735
chr22	41158401	41158510	1.09233
chr22	41160631	41160732	1.02755
chr22	41162712	41162789	1.10906
chr22	41164042	41164140	1.25052
chr22	41166588	41166676	1.00729
chr22	41168438	41168609	1.22474
chr22	41168710	41168877	1.31816
chr22	41169492	41169626	0.88421
chr22	41170395	41170581	0.56571
chr22	41172488	41172673	1.19033
chr22	41173612	41173794	1.29896
chr22	41176236	41176538	1.22986
chr22	41176762	41177261	1.05193
chr22	41177262	41177761	1.30995
chr22	41177762	41178261	1.0903
chr22	41178262	41178761	1.1239
chr22	41178762	41178966	1.19496
chr22	41189788	41189790	0.71445
chr22	41197868	41197870	0.73331
chr22	41354214	41354216	1.36078
chr22	41363370	41363372	0.7461
chr22	41403762	41403764	1.01482
chr22	41458441	41458443	0.40352
chr22	41507738	41507740	1.31971
chr22	41586470	41586472	0.91745
chr22	41620694	41620696	0.85259
chr22	41947768	41947770	0.61052
chr22	42256310	42256312	1.14055
chr22	42662797	42662799	1.33311
chr22	43619410	43619412	0.87022
chr22	44515788	44515790	1.05422
chr22	44732407	44732409	1.00126
chr22	45167825	45167827	0.35765
chr22	45905467	45905469	1.26543
chr22	46569272	46569274	1.9186
chr22	46734753	46734755	0.83076
chr22	47317727	47317729	1.21424
chr22	47615015	47615017	1.35243
chr22	48446523	48446525	1.258
chr22	49089429	49089431	1.87174
chr22	49296810	49296812	1.61372
chr22	49656819	49656821	1.0342
chr22	50182838	50182840	1.30198
chr22	50690895	50690897	1.05937
chr3	142497	142499	0.43053
chr3	468229	468231	1.03532
chr3	1295477	1295479	0.93368
chr3	1809824	1809826	0.9076
chr3	2346836	2346838	0.95754
chr3	2612780	2612782	0.81444
chr3	3168651	3168653	0.68293
chr3	3838561	3838563	0.94194
chr3	3960146	3960148	0.85488
chr3	4698704	4698706	0.68442
chr3	5927293	5927295	0.76039
chr3	6175130	6175132	0.61701
chr3	6580229	6580231	0.34767
chr3	7126139	7126141	1.24919
chr3	7948805	7948807	0.68245
chr3	8431754	8431756	1.20756
chr3	8707871	8707873	1.33079
chr3	9350174	9350176	0.86037
chr3	9734130	9734629	1.01052
chr3	9734630	9734749	1.25074
chr3	9738988	9739487	1.14188
chr3	9739488	9739968	1.05361
chr3	9740768	9740951	1.26938
chr3	9741297	9741449	0.9871
chr3	9742014	9742181	1.095
chr3	9742933	9743263	1.05433
chr3	9743567	9743911	1.16863
chr3	9744213	9744518	0.81468
chr3	9744997	9745165	1.23228
chr3	9745562	9745719	1.36654
chr3	9745801	9745940	1.21069
chr3	9746289	9746464	1.2066
chr3	9747155	9747359	1.0906
chr3	9917082	9917084	0.38818
chr3	10141837	10142197	0.50412
chr3	10146503	10146646	1.21407
chr3	10149776	10149975	1.13152
chr3	10373528	10373530	1.0615
chr3	10760962	10760964	1.12275
chr3	11337489	11337491	0.93134
chr3	11596841	11596843	0.74507
chr3	12443349	12443351	1.37043
chr3	12484688	12484690	0.78429
